 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | GlobalReduction_JET_EffectiveNP_2 | 0.00649393 / -0.00649393 | 0.00442258 / -0.00442258 | 0.00952379 / -0.0095238 | -5.49506e-05 / 5.49532e-05 | -0.00280341 / 0.00280336 | 0.00185621 / -0.0018562 | 0.00420299 / -0.00420295 | -0.00757986 / 0.00757988 | 0.00201361 / -0.00201358 | 0.00183054 / -0.00183053 | 0.00433235 / -0.00433235 |
 | GlobalReduction_JET_EffectiveNP_3 | -0.000818691 / 0.000818693 | -0.000465608 / 0.000465608 | -0.00260307 / 0.00260306 | 5.95325e-05 / -5.95299e-05 | 0.00253743 / -0.00253747 | -0.000295867 / 0.000295875 | -0.000829893 / 0.00082982 | 0.0168972 / -0.0168972 | -0.0494346 / 0.0494347 | -0.000461849 / 0.000461858 | -0.00228313 / 0.00228312 |
 | GlobalReduction_JET_EffectiveNP_4 | 0.000156605 / -0.000156603 | 0.00287316 / -0.00287316 | 0.000742421 / -0.000742429 | 0.000462513 / -0.00046251 | -0.00284251 / 0.00284257 | -0.000491189 / 0.000491198 | -0.000752167 / 0.000752093 | 1.78332e-06 / -1.77102e-06 | 0.0495214 / -0.0495214 | 0.000302941 / -0.000302932 | 0.000516444 / -0.000516449 |
 | GlobalReduction_JET_EffectiveNP_5 | -0.000357636 / 0.000357638 | 0.00190635 / -0.00190635 | -0.00114139 / 0.00114139 | 0.00278009 / -0.00278008 | -9.95763e-05 / 9.96309e-05 | 0.000298729 / -0.00029872 | 0.00210414 / -0.0021041 | 0.0259185 / -0.0259185 | -0.00069536 / 0.000695328 | -0.00017397 / 0.000173979 | -0.000726932 / 0.000726927 |
 | GlobalReduction_JET_EffectiveNP_8 | 0.00113029 / -0.00113029 | -0.00212202 / 0.00212202 | 0.000413419 / -0.000413427 | 0.00160702 / -0.00160701 | -0.00105351 / 0.00105347 | 0.000260751 / -0.000260743 | -0.00111242 / 0.00111235 | -0.00820582 / 0.00820584 | 0.000352446 / -0.000352415 | 0.000416488 / -0.000416478 | 0.000141269 / -0.000141274 |
 | GlobalReduction_JET_EffectiveNP_7 | -7.8964e-06 / 7.8983e-06 | 0.00370248 / -0.00370248 | -0.000475666 / 0.000475657 | 0.00261261 / -0.00261261 | 0.000740995 / -0.000741037 | -0.000336494 / 0.000336502 | -0.00225805 / 0.00225809 | 1.86231e-06 / 0.00885794 | -2.99992e-05 / 3.003e-05 | -0.000549969 / 0.000549899 | -0.000155728 / 0.000155723 |
 | GlobalReduction_JET_EffectiveNP_8restTerm | 0.00084362 / -0.000843618 | -0.000612602 / 0.000612603 | -0.00100038 / 0.00100044 | -0.00330224 / 0.00330224 | -0.000904323 / 0.000904281 | 0.000114073 / -0.000114064 | -0.00179539 / 0.00179544 | -0.012026 / 0.012026 | 0.000563015 / -0.000562984 | 5.60641e-06 / -5.59727e-06 | 0.000832432 / -0.000832437 |
 | GlobalReduction_JET_EtaIntercalibration_Modelling | -0.0249071 / 0.0249071 | -0.0191458 / 0.0191458 | -0.0244296 / 0.0244296 | 0.00495298 / -0.00495297 | -0.000313558 / 0.000313516 | -0.00584004 / 0.00584004 | -0.00557828 / 0.00557833 | 0.0014424 / -0.00144239 | 0.000402585 / -0.000402554 | -0.00526441 / 0.00526442 | -0.0135886 / 0.0135886 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_2018data | -0.00511324 / 0.00511324 | -0.00383086 / 0.00383086 | -0.00881977 / 0.00881976 | -0.00023627 / 0.000236273 | 0.000550382 / -0.000550327 | -0.0014284 / 0.00142841 | -0.00108045 / 0.00108049 | -0.00427298 / 0.004273 | 5.87072e-05 / -5.87386e-05 | -0.0010566 / 0.00105661 | -0.00246819 / 0.00246818 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_highE | 3.73387e-05 / -3.73368e-05 | -3.3704e-08 / -3.3704e-08 | 2.75861e-08 / 2.75861e-08 | 1.28355e-09 / 1.28355e-09 | 1.14699e-05 / -1.15119e-05 | 6.15616e-07 / -6.07273e-07 | -3.68881e-08 / -3.68881e-08 | -3.33412e-08 / -3.33412e-08 | -1.57057e-08 / -1.57057e-08 | -3.51625e-08 / -3.51625e-08 | -3.78788e-05 / 3.78738e-05 |
