 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | GlobalReduction_JET_Flavor_Composition | 0.0127639 / -0.0127615 | 0.00895557 / -0.00895448 | 0.0146853 / -0.0146822 | 0.0619632 / -0.0618799 | 0.0352253 / -0.0352034 | 0.0195923 / -0.0195864 | 0.0192528 / -0.0192472 | 0.0400863 / -0.0400567 | 0.0134413 / -0.0134387 | 0.0343632 / -0.0343425 | 0.0174757 / -0.0174711 |
 | GlobalReduction_JET_Flavor_Response | -0.00587303 / 0.00587289 | -0.00376353 / 0.00376346 | -0.00928701 / 0.00928666 | -0.0256173 / 0.0256153 | -0.0150349 / 0.0150341 | -0.00830533 / 0.00830501 | -0.0131308 / 0.0131301 | -0.0152985 / 0.0152976 | -0.00279942 / 0.00279936 | -0.0164638 / 0.0164628 | -0.00929791 / 0.00929759 |
 | GlobalReduction_JET_PunchThrough_MC16 | 7.52144e-06 / -7.51812e-06 | 1.01583e-07 / -1.08942e-07 | -9.11027e-08 / 9.2607e-08 | -8.34128e-07 / 7.93643e-07 | -3.40607e-06 / 3.39035e-06 | 9.562e-06 / -9.60395e-06 | 6.52534e-07 / -6.23506e-07 | -3.28656e-08 / -3.28656e-08 | 2.79736e-08 / 2.79736e-08 | 0 / 0 | 0 / 0 |
 | GlobalReduction_JET_JER_DataVsMC_MC16 | -0.0014358 / 0.00143578 | -0.0137544 / 0.0137527 | -0.00104089 / 0.00104088 | 0.0155624 / -0.0155649 | 0.0021135 / -0.00211354 | 0.000301184 / -0.000301185 | 0.00785963 / -0.00786025 | -0.105027 / 0.104978 | -0.00200962 / 0.00200958 | 0 / 0 | 0 / 0 |
 | GlobalReduction_JET_JER_EffectiveNP_1 | 0.00109259 / -0.00109262 | -0.00258826 / 0.00258809 | -0.00204976 / 0.00204965 | 0.0247425 / -0.0247575 | 0.00598481 / -0.00598569 | -0.0020861 / 0.00208599 | -0.00711217 / 0.00711092 | -0.0447364 / 0.0446865 | 0.00936609 / -0.00936825 | 0.00422773 / -0.00422817 | -0.00436553 / 0.00436506 |
 | GlobalReduction_JET_JER_EffectiveNP_2 | 0.000569952 / -0.000569949 | 0.000298316 / -0.000298315 | -0.00261105 / 0.00261111 | 0.037491 / -0.0374742 | 0.0117918 / -0.0117905 | -0.000265417 / 0.000265418 | -0.00464055 / 0.00464074 | 0.00131231 / -0.0013123 | 0.00284901 / -0.00284894 | 0.00969468 / -0.00969377 | -0.00726953 / 0.00726997 |
 | GlobalReduction_JET_JER_EffectiveNP_3 | 0.00131793 / -0.00131784 | -0.00614406 / 0.00614594 | -0.00188282 / 0.001883 | 0.0311494 / -0.031097 | 0.00807697 / -0.00807361 | -0.00132925 / 0.00132934 | -0.00189648 / 0.00189666 | -0.0343478 / 0.0344032 | 0.00891752 / -0.00891342 | 0.00623914 / -0.00623714 | -0.00192822 / 0.00192841 |
 | GlobalReduction_JET_JER_EffectiveNP_4 | 0.000804705 / -0.000804717 | -0.00530714 / 0.00530661 | 0.000979164 / -0.000979182 | 0.0365527 / -0.0365761 | 0.00856232 / -0.00856366 | 0.00298718 / -0.00298734 | 0.00414375 / -0.00414407 | -0.0371982 / 0.0371713 | 0.00735954 / -0.00736052 | 0.0100359 / -0.0100378 | -0.00183918 / 0.00183912 |
 | GlobalReduction_JET_JER_EffectiveNP_5 | 0.000465572 / -0.000465574 | -0.00011761 / 0.00011761 | -0.00172827 / 0.00172823 | 0.0108598 / -0.0108612 | 0.00517934 / -0.00517966 | 0.00464414 / -0.00464439 | -0.00896431 / 0.00896331 | -0.0282138 / 0.0282031 | 0.00660919 / -0.00660971 | 0.00575531 / -0.0057557 | -0.00158028 / 0.00158025 |
 | GlobalReduction_JET_JER_EffectiveNP_6 | -0.00114696 / 0.001147 | -0.00664684 / 0.00664808 | 0.000746206 / -0.00074619 | 0.01828 / -0.0182699 | 0.00330801 / -0.0033077 | 0.0016362 / -0.00163613 | -0.0127153 / 0.0127197 | -0.0315545 / 0.0315799 | 0.00451235 / -0.00451176 | 0.00190719 / -0.00190708 | -0.00279781 / 0.00279804 |
