 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_posEta | -3.9587e-06 / 3.96528e-06 | 2.58158e-06 / -2.62894e-06 | -3.82815e-05 / 3.8273e-05 | 1.9744e-06 / -1.92212e-06 | 1.0802e-05 / -1.08814e-05 | -6.53263e-06 / 6.51125e-06 | -6.2484e-07 / 6.38494e-07 | -2.1329e-08 / -2.08911e-08 | 7.20245e-06 / -7.15531e-06 | 0.00312122 / -0.00312128 | 4.6627e-06 / -4.66019e-06 |
 | GlobalReduction_JET_EtaIntercalibration_TotalStat | -0.000142442 / 0.000142449 | -0.00067337 / 0.000673392 | -0.000570543 / 0.0005706 | 0.000792973 / -0.000792926 | 0.000805696 / -0.000805678 | -0.000886723 / 0.000886761 | -0.000313205 / 0.000313218 | -4.9929e-06 / 5.01208e-06 | 0.000554171 / -0.000554126 | 2.17533e-05 / -2.1751e-05 | 0.00600882 / -0.00600909 |
 | GlobalReduction_JET_Flavor_Composition | -0.00121533 / 0.00121535 | -0.000178068 / 0.000178088 | -0.000336072 / 0.000336066 | 0.0865654 / -0.0863901 | 0.0125333 / -0.0125314 | -0.00143588 / 0.00143588 | 0.000963862 / -0.000963842 | 0.0296171 / -0.0296042 | 0.00432393 / -0.00432369 | 0.000554269 / -0.000554264 | -0.00114089 / 0.00114091 |
 | GlobalReduction_JET_Flavor_Response | 0.000569083 / -0.000569078 | 0.000282788 / -0.000282834 | 0.000199261 / -0.000199269 | -0.0785562 / 0.0785633 | -0.00180017 / 0.00180009 | 0.00134411 / -0.00134408 | -0.000305681 / 0.000305694 | -0.0322581 / 0.0322561 | -0.00286655 / 0.00286649 | -0.000645233 / 0.000645234 | 0.000990717 / -0.000990719 |
 | GlobalReduction_JET_PunchThrough_MC16 | 2.86229e-09 / 3.53983e-09 | -5.9631e-08 / 8.37215e-08 | -2.12828e-07 / 2.04218e-07 | 4.03497e-07 / -4.26288e-07 | -3.9967e-08 / -3.9967e-08 | -2.41747e-07 / 2.86206e-07 | 1.207e-07 / -1.06495e-07 | -2.12588e-08 / -2.12588e-08 | 2.3706e-08 / -5.81922e-08 | 0 / 0 | 0 / 0 |
 | GlobalReduction_JET_JER_DataVsMC_MC16 | 0.00249526 / -0.00249532 | 0.0035105 / -0.00351062 | 0.000331064 / -0.000331065 | -0.000143142 / 0.000143142 | -0.00365558 / 0.00365546 | 0.00644259 / -0.006443 | -0.00143586 / 0.00143584 | 0.000491745 / -0.000491747 | 0.0022297 / -0.00222974 | 0 / 0 | 0 / 0 |
 | GlobalReduction_JET_JER_EffectiveNP_1 | 0.0046859 / -0.00468644 | 0.00564363 / -0.00564441 | 0.00109339 / -0.00109342 | 0.0604318 / -0.0605199 | 0.0150551 / -0.0150607 | 0.00549565 / -0.00549639 | -0.00317909 / 0.00317884 | 0.00123877 / -0.00123881 | -0.00137548 / 0.00137543 | 0.0146203 / -0.0146255 | 0.00523948 / -0.00524015 |
 | GlobalReduction_JET_JER_EffectiveNP_2 | 0.00634367 / -0.00634331 | 0.00607504 / -0.00607471 | 0.000613832 / -0.000613828 | 0.127282 / -0.12698 | -0.00333956 / 0.00333965 | 0.00151608 / -0.00151606 | -0.00661307 / 0.00661341 | -0.11 / 0.109991 | 0.00401125 / -0.00401111 | 0.0150588 / -0.0150567 | 0.00865822 / -0.00865754 |
 | GlobalReduction_JET_JER_EffectiveNP_3 | 0.00492185 / -0.00492066 | 0.00580536 / -0.00580369 | -4.28108e-06 / 4.28108e-06 | 0.13397 / -0.132842 | 0.0131266 / -0.013118 | 0.00482748 / -0.00482633 | -0.00446019 / 0.00446115 | -0.00364431 / 0.00364495 | 0.00289113 / -0.00289072 | 0.0148145 / -0.0148035 | 0.014854 / -0.0148429 |
 | GlobalReduction_JET_JER_EffectiveNP_4 | 0.00581571 / -0.00581634 | 0.00564737 / -0.00564796 | -6.48201e-05 / 6.482e-05 | 0.122992 / -0.123225 | -0.0190654 / 0.0190585 | -0.00313437 / 0.00313419 | -0.00431596 / 0.00431561 | -0.107194 / 0.106947 | 0.00352296 / -0.00352319 | 0.0146292 / -0.0146331 | 0.0192044 / -0.0192111 |
