 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | GlobalReduction_JET_EffectiveNP_2 | -0.00206239 / 0.00206235 | -0.00406264 / 0.00406252 | -0.0015324 / 0.00153235 | -0.00549524 / 0.00549501 | -0.00313936 / 0.00313919 | -0.00228996 / 0.00228992 | -0.000356814 / 0.000356863 | -0.00723601 / 0.00723556 | -0.00385295 / 0.00385281 | -0.00321711 / 0.00321701 | -0.00270701 / 0.00270697 |
 | GlobalReduction_JET_EffectiveNP_3 | 0.0008233 / -0.000823287 | 0.000561632 / -0.000561598 | 0.000426216 / -0.000426167 | 0.0021309 / -0.00213072 | 0.00135525 / -0.00135517 | 0.00146327 / -0.0014632 | 0.00137246 / -0.00137244 | 2.77565e-06 / -2.76898e-06 | 0.000704823 / -0.000704821 | 0.00129643 / -0.00129639 | 0.000673513 / -0.000673539 |
 | GlobalReduction_JET_EffectiveNP_4 | -0.00024139 / 0.000241381 | -0.000484665 / 0.000484612 | -0.000208237 / 0.000208206 | -0.000808791 / 0.000808827 | -0.000741795 / 0.000741814 | -0.000665514 / 0.000665522 | -0.000989394 / 0.000989357 | 2.35618e-06 / -2.34916e-06 | -0.000831926 / 0.000831914 | -0.000505952 / 0.00050594 | -0.000122122 / 0.000122145 |
 | GlobalReduction_JET_EffectiveNP_5 | -6.02273e-06 / 6.10289e-06 | -3.64782e-05 / 3.65039e-05 | 0.000294753 / -0.000294706 | -1.18009e-05 / 1.17679e-05 | 8.05088e-05 / -8.04914e-05 | 0.000101624 / -0.000101617 | -1.05497e-05 / 1.06004e-05 | 9.99851e-07 / -9.92731e-07 | -1.03401e-05 / 1.03253e-05 | 2.51443e-05 / -2.51577e-05 | 1.23324e-05 / -1.23088e-05 |
 | GlobalReduction_JET_EffectiveNP_8 | 2.09795e-05 / -2.09889e-05 | 3.95861e-05 / -3.95572e-05 | 0.000218402 / -0.000218431 | 6.88843e-05 / -6.89167e-05 | -5.97329e-05 / 5.97497e-05 | 8.84354e-05 / -8.84289e-05 | 9.33051e-06 / -9.36985e-06 | -1.16932e-06 / 1.17626e-06 | 0.000105896 / -0.00010591 | -3.91135e-05 / 3.91006e-05 | -3.91649e-05 / 3.91876e-05 |
 | GlobalReduction_JET_EffectiveNP_7 | 1.76599e-06 / -1.77565e-06 | -2.25568e-05 / 2.25826e-05 | -0.000217801 / 0.00021777 | -0.000162666 / 0.000162632 | -5.63361e-05 / 5.63532e-05 | -4.0104e-05 / 4.01111e-05 | -1.05585e-05 / 1.05178e-05 | 2.81395e-06 / -2.80684e-06 | -3.32667e-06 / 3.31195e-06 | -0.000161307 / 0.000161293 | 3.36498e-05 / -3.36262e-05 |
 | GlobalReduction_JET_EffectiveNP_8restTerm | 5.9404e-05 / -5.94134e-05 | 0.000456602 / -0.000456576 | 3.80315e-05 / -3.79859e-05 | 0.000355965 / -0.000355997 | 8.9215e-05 / -8.93022e-05 | 2.93418e-05 / -2.93353e-05 | -1.07999e-05 / 1.07596e-05 | -1.98588e-06 / 1.99289e-06 | 1.19391e-05 / -1.19536e-05 | 0.000280743 / -0.000280756 | -2.94857e-05 / 2.94434e-05 |
 | GlobalReduction_JET_EtaIntercalibration_Modelling | 0.00363217 / -0.00363181 | 0.00939007 / -0.00938747 | 0.00548436 / -0.00548353 | 0.0192265 / -0.0192155 | 0.0133052 / -0.0133001 | 0.00804567 / -0.00804379 | 0.00849636 / -0.00849423 | 0.0458739 / -0.0458063 | 0.0032365 / -0.00323613 | 0.0116597 / -0.0116557 | 0.00702865 / -0.00702721 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_2018data | 0.000522293 / -0.000522214 | 0.00376315 / -0.00376312 | 0.00170181 / -0.00170184 | 0.00217839 / -0.00217834 | 0.00203031 / -0.0020303 | 0.00115292 / -0.00115292 | 0.00295252 / -0.00295256 | 0.00972207 / -0.00972213 | -0.000781429 / 0.000781415 | 0.000765433 / -0.000765445 | 0.00151869 / -0.00151873 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_highE | -1.8579e-06 / 1.84817e-06 | 1.29785e-08 / 1.29785e-08 | 2.34053e-08 / 2.34053e-08 | 1.22546e-08 / 2.16721e-08 | 8.70178e-09 / 8.70178e-09 | -1.27042e-05 / 1.27109e-05 | -2.06289e-08 / -2.06289e-08 | 3.5906e-09 / 3.5906e-09 | 4.10452e-08 / 4.10452e-08 | -6.70992e-09 / -6.73261e-09 | 1.67074e-08 / 7.11541e-09 |
