 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | GlobalReduction_JET_EffectiveNP_8 | -0.000334858 / 0.000334866 | 1.03049e-05 / -1.02815e-05 | -9.58218e-06 / 9.57392e-06 | 1.07518e-05 / -1.07738e-05 | 6.67599e-06 / -6.75318e-06 | 1.24678e-05 / -1.24886e-05 | 7.19581e-06 / -7.18272e-06 | 1.13786e-06 / -1.1192e-06 | 5.31583e-05 / -5.31915e-05 | -7.97115e-07 / 7.99317e-07 | 2.36534e-05 / -2.37291e-05 |
 | GlobalReduction_JET_EffectiveNP_7 | 1.59688e-06 / -1.59049e-06 | 1.07901e-06 / -1.05491e-06 | -2.19779e-06 / 2.19596e-06 | 5.56569e-06 / -5.58829e-06 | -3.00325e-06 / 3.0261e-06 | 4.1479e-06 / -4.16925e-06 | -3.58683e-06 / 3.60102e-06 | -3.89125e-07 / 4.08284e-07 | 1.2155e-05 / -1.21892e-05 | 9.02964e-08 / -8.80356e-08 | -9.62376e-07 / 9.64882e-07 |
 | GlobalReduction_JET_EffectiveNP_8restTerm | -2.03137e-06 / 2.03806e-06 | 1.21856e-06 / -1.19508e-06 | -5.27182e-06 / 5.33077e-06 | -6.9164e-06 / 6.89416e-06 | -2.28313e-06 / 2.30562e-06 | 0.000644994 / -0.000645013 | 4.05981e-07 / -3.91833e-07 | -2.05639e-07 / 2.2449e-07 | -5.87735e-05 / 5.87399e-05 | 1.60122e-06 / -1.599e-06 | 2.66712e-05 / -2.66687e-05 |
 | GlobalReduction_JET_EtaIntercalibration_Modelling | -0.000982463 / 0.000982496 | -0.00165384 / 0.00165394 | -0.00140365 / 0.0014037 | 0.0382011 / -0.0381552 | 0.00618116 / -0.00618004 | 0.0019019 / -0.00190182 | 0.000928049 / -0.000928082 | 0.032785 / -0.0327517 | 0.00281245 / -0.00281226 | 0.0029842 / -0.00298395 | 0.00520341 / -0.00520264 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_2018data | -7.67527e-05 / 7.67591e-05 | -8.32264e-05 / 8.31797e-05 | -0.000255476 / 0.000255468 | 0.0351308 / -0.0351333 | 0.00519629 / -0.00519628 | -0.000668903 / 0.000668882 | -0.000124373 / 0.000124387 | 5.31872e-05 / -5.31684e-05 | 0.000703231 / -0.000703185 | -6.91126e-06 / 6.91348e-06 | 0.00519723 / -0.00519724 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_highE | 3.31398e-09 / 3.31398e-09 | 1.21634e-08 / 1.21634e-08 | -4.3243e-09 / -4.3243e-09 | 2.63221e-08 / 2.63221e-08 | -3.9967e-08 / -3.9967e-08 | 2.22293e-08 / 2.22293e-08 | -3.0309e-08 / -3.0309e-08 | -2.12588e-08 / -2.12588e-08 | 2.3706e-08 / 2.3706e-08 | 1.1403e-09 / 1.1403e-09 | 1.26436e-09 / 1.26436e-09 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_negEta | 9.53178e-06 / -9.58896e-06 | -1.4633e-05 / 1.46571e-05 | -5.3455e-05 / 5.34464e-05 | 2.61838e-08 / -4.88202e-08 | 0.000194001 / -0.000193978 | 2.40785e-05 / -2.40999e-05 | -2.71226e-06 / 2.72594e-06 | -2.1042e-08 / -2.11877e-08 | -6.75554e-05 / 6.75211e-05 | -2.94295e-06 / 2.94521e-06 | -1.84733e-06 / 1.84984e-06 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_posEta | -3.95836e-06 / 3.96494e-06 | 2.58125e-06 / -2.62859e-06 | -3.82791e-05 / 3.82705e-05 | 1.9744e-06 / -1.92214e-06 | 1.08009e-05 / -1.08803e-05 | -6.53218e-06 / 6.5108e-06 | -6.24636e-07 / 6.38294e-07 | -2.1452e-08 / -2.07513e-08 | 7.20224e-06 / -7.15511e-06 | 0.00312094 / -0.003121 | 4.66234e-06 / -4.65983e-06 |
 | GlobalReduction_JET_EtaIntercalibration_TotalStat | -0.000142321 / 0.000142327 | -0.000672735 / 0.000672756 | -0.000570008 / 0.000570065 | 0.000792219 / -0.000792172 | 0.00080493 / -0.000804912 | -0.000885883 / 0.000885921 | -0.000312913 / 0.000312926 | -4.98812e-06 / 5.00728e-06 | 0.000553658 / -0.000553614 | 2.17326e-05 / -2.17304e-05 | 0.00600301 / -0.00600331 |
 | GlobalReduction_JET_Flavor_Composition | -0.00126536 / 0.00126683 | -0.000185576 / 0.000185609 | -0.000350164 / 0.000350275 | 0.0973066 / -0.0893355 | 0.0132025 / -0.0130452 | -0.00149468 / 0.00149672 | 0.00100539 / -0.00100447 | 0.0316599 / -0.0307694 | 0.00452305 / -0.00450445 | 0.000577945 / -0.00057764 | -0.00118792 / 0.00118921 |
 | GlobalReduction_JET_Flavor_Response | 0.000569069 / -0.000569011 | 0.000282771 / -0.000282796 | 0.00019926 / -0.00019926 | -0.0787421 / 0.0798544 | -0.00180026 / 0.00180072 | 0.00134404 / -0.00134371 | -0.000305622 / 0.000305649 | -0.0322897 / 0.0324669 | -0.00286678 / 0.0028681 | -0.000645239 / 0.000645309 | 0.000990676 / -0.000990514 |
 | GlobalReduction_JET_PunchThrough_MC16 | 2.86377e-09 / 3.53909e-09 | -5.96274e-08 / 8.37171e-08 | -2.12832e-07 / 2.04211e-07 | 4.03497e-07 / -4.26288e-07 | -3.9967e-08 / -3.9967e-08 | -2.41747e-07 / 2.86206e-07 | 1.20649e-07 / -1.06446e-07 | -2.12588e-08 / -2.12588e-08 | 2.3706e-08 / -5.81919e-08 | 0 / 0 | 0 / 0 |
 | GlobalReduction_JET_JER_DataVsMC_MC16 | 0.00248774 / -0.00248754 | 0.00349994 / -0.00349954 | 0.000330111 / -0.000330108 | -0.000142727 / 0.000142727 | -0.00364534 / 0.00364579 | 0.00642271 / -0.00642135 | -0.00143183 / 0.0014319 | 0.00049031 / -0.000490302 | 0.00222295 / -0.00222278 | 0 / 0 | 0 / 0 |
