 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | GlobalReduction_JET_PunchThrough_MC16 | 4.04451e-07 / -3.40983e-07 | -2.43697e-07 / 2.24846e-07 | -7.77843e-07 / 7.62281e-07 | -2.04572e-06 / 2.07338e-06 | 2.37835e-07 / -2.65181e-07 | 4.49858e-07 / -5.16297e-07 | -1.75892e-08 / -1.75892e-08 | 1.60728e-08 / 1.60728e-08 | 1.51492e-07 / -1.56018e-07 |    nan    |    nan    |
 | GlobalReduction_JET_JER_DataVsMC_MC16 | -0.00116219 / 0.00116219 | 0.00758042 / -0.00758042 | 0.000537269 / -0.000537269 | 0.00290415 / -0.00290415 | 0.00742248 / -0.00742248 | -0.000778339 / 0.000778339 | 0.00211692 / -0.00211692 | -0.173588 / 0.173588 | 0.00132447 / -0.00132447 |    nan    |    nan    |
 | GlobalReduction_JET_JER_EffectiveNP_1 | -0.000274009 / 0.000274009 | 0.00680979 / -0.00680979 | 0.000963974 / -0.000963974 | 0.0177421 / -0.0177421 | 0.00827346 / -0.00827346 | 7.81563e-05 / -7.81563e-05 | -0.00962624 / 0.00962624 | -0.000443079 / 0.000443079 | 0.00804332 / -0.00804332 | 0.00217127 / -0.00217127 | -0.00252269 / 0.00252269 |
 | GlobalReduction_JET_JER_EffectiveNP_2 | 0.000146789 / -0.000146789 | 0.0199301 / -0.0199301 | -0.00294568 / 0.00294568 | 0.0142436 / -0.0142436 | 0.0128186 / -0.0128186 | -0.000714366 / 0.000714366 | -0.0183361 / 0.0183361 | -0.173478 / 0.173478 | 0.0124613 / -0.0124613 | 0.00158351 / -0.00158351 | -0.00574002 / 0.00574002 |
 | GlobalReduction_JET_JER_EffectiveNP_3 | 0.000160673 / -0.000160673 | 0.0123462 / -0.0123462 | -0.00180807 / 0.00180807 | 0.0236811 / -0.0236811 | 0.0104023 / -0.0104023 | 0.000392778 / -0.000392778 | -0.00770238 / 0.00770238 | -0.000468538 / 0.000468538 | 0.0140761 / -0.0140761 | 0.00352456 / -0.00352456 | -0.00256729 / 0.00256729 |
 | GlobalReduction_JET_JER_EffectiveNP_4 | 0.000532924 / -0.000532924 | 0.0187383 / -0.0187383 | 0.00158528 / -0.00158528 | 0.0143807 / -0.0143807 | 0.0140477 / -0.0140477 | 0.000346678 / -0.000346678 | -0.00771769 / 0.00771769 | -0.173368 / 0.173368 | 0.0110698 / -0.0110698 | 0.0031189 / -0.0031189 | -0.00458733 / 0.00458733 |
 | GlobalReduction_JET_JER_EffectiveNP_5 | 0.000678656 / -0.000678656 | 0.00238897 / -0.00238897 | 0.00232852 / -0.00232852 | 0.0127785 / -0.0127785 | 0.00725674 / -0.00725674 | -0.000561093 / 0.000561093 | -0.00968363 / 0.00968363 | 0.000106397 / -0.000106397 | 0.00688942 / -0.00688942 | 0.00617197 / -0.00617197 | 0.000212289 / -0.000212289 |
 | GlobalReduction_JET_JER_EffectiveNP_6 | 0.000568519 / -0.000568519 | 3.89967e-05 / -3.89967e-05 | 0.00140064 / -0.00140064 | 0.00866019 / -0.00866019 | 0.00392552 / -0.00392552 | -0.00250596 / 0.00250596 | -0.00953765 / 0.00953765 | -0.000456537 / 0.000456537 | -0.000291553 / 0.000291553 | 0.00389836 / -0.00389836 | -0.000547856 / 0.000547856 |
 | GlobalReduction_JET_JER_EffectiveNP_7restTerm | 0.000318891 / -0.000318891 | 0.00910834 / -0.00910834 | 0.00147656 / -0.00147656 | 0.0219117 / -0.0219117 | 0.00738759 / -0.00738759 | 0.00031935 / -0.00031935 | -0.00957537 / 0.00957537 | -0.000425078 / 0.000425078 | 0.00743458 / -0.00743458 | 0.0055121 / -0.0055121 | -0.00223716 / 0.00223716 |
 | GlobalReduction_JET_Pileup_OffsetMu | 0.000829607 / -0.000829543 | -0.000631019 / 0.000631 | 0.00175841 / -0.00175833 | 0.0125995 / -0.0125994 | 0.00592557 / -0.0059256 | 0.00173069 / -0.00173069 | -1.21989e-05 / 1.21637e-05 | 0.0759524 / -0.0759524 | 0.00140812 / -0.00140812 | 0.00125382 / -0.00125383 | 0.00135907 / -0.00135912 |
 | GlobalReduction_JET_Pileup_OffsetNPV | 0.00200777 / -0.0020077 | 0.00052265 / -0.000522669 | 0.00182771 / -0.00182773 | 0.0181879 / -0.0181879 | 0.0120432 / -0.0120432 | 0.00376196 / -0.00376196 | 0.0103646 / -0.0103647 | 9.9196e-05 / -9.91639e-05 | 0.00119157 / -0.00119157 | 0.00272719 / -0.00272719 | 0.00369463 / -0.00369468 |
 | GlobalReduction_JET_Pileup_PtTerm | -8.34569e-05 / 8.35204e-05 | 5.03589e-05 / -5.02606e-05 | -5.90308e-05 / 5.91058e-05 | -0.000110296 / 0.000110323 | 1.01095e-05 / -1.01369e-05 | -9.865e-05 / 9.86525e-05 | -3.60404e-05 / 3.60052e-05 | 9.09667e-05 / -9.10203e-05 | -2.12512e-05 / 2.13082e-05 | 2.1236e-06 / -2.12984e-06 | 9.99584e-05 / -0.000100011 |
 | GlobalReduction_JET_Pileup_RhoTopology | 0.00712843 / -0.00712837 | -0.00168911 / 0.00168909 | 0.00480849 / -0.0048085 | 0.0486172 / -0.0486171 | 0.0304969 / -0.0304969 | 0.0121688 / -0.0121688 | 0.0246605 / -0.0246604 | 0.000947669 / -0.000947637 | 0.0123304 / -0.0123304 | 0.0113284 / -0.0113284 | 0.0120162 / -0.0120162 |
