 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | GlobalReduction_JET_JER_EffectiveNP_4 | -0.00482109 / 0.00482065 | -0.0227599 / 0.0227501 | 0.0189376 / -0.0189441 | 0.0253648 / -0.0253763 | 0.00135496 / -0.001355 | -0.00486777 / 0.00486732 | 0.00636032 / -0.00636106 | -0.010614 / 0.0106119 | 0.0158336 / -0.0158381 | -0.00406194 / 0.00406163 | -0.00447819 / 0.00447782 |
 | GlobalReduction_JET_JER_EffectiveNP_5 | -0.00926632 / 0.00926525 | -0.00672126 / 0.0067207 | 0.00324277 / -0.0032429 | -0.000492266 / 0.000492263 | -0.00204661 / 0.00204656 | -0.00312713 / 0.00312701 | 0.00468836 / -0.00468862 | 0.0672398 / -0.0672799 | -0.0848428 / 0.0847267 | -0.0051602 / 0.00515987 | -0.00393701 / 0.00393682 |
 | GlobalReduction_JET_JER_EffectiveNP_6 | -0.00274152 / 0.00274173 | -0.0201485 / 0.0201593 | 0.00791049 / -0.00790866 | -0.00124134 / 0.00124139 | 0.00195475 / -0.00195464 | -0.00274706 / 0.00274727 | 0.00282333 / -0.0028231 | 0.0777542 / -0.0775382 | -0.180158 / 0.180516 | -0.00541919 / 0.00542002 | -0.00186567 / 0.00186577 |
 | GlobalReduction_JET_JER_EffectiveNP_7restTerm | -0.00323903 / 0.00323883 | -0.00852509 / 0.00852372 | 0.018379 / -0.0183854 | 0.0170385 / -0.017044 | -0.00224139 / 0.0022413 | -0.00331396 / 0.00331376 | 0.00502821 / -0.00502869 | 0.01597 / -0.0159748 | -0.181611 / 0.181013 | -0.00337705 / 0.00337684 | 0.000172643 / -0.000172643 |
 | GlobalReduction_JET_Pileup_OffsetMu | -0.00789008 / 0.00789114 | -0.00469315 / 0.00469352 | -0.010268 / 0.0102698 | 0.00815804 / -0.00815701 | -0.00299022 / 0.00299033 | -0.00410058 / 0.00410085 | -0.00835032 / 0.00835154 | 0.0133716 / -0.0133689 | 0.0497246 / -0.0496948 | -0.00238058 / 0.00238068 | -0.00676893 / 0.0067697 |
 | GlobalReduction_JET_Pileup_OffsetNPV | -0.0182149 / 0.0182112 | -0.0116899 / 0.0116884 | -0.0188848 / 0.0188808 | 0.0138154 / -0.0138172 | 0.000968932 / -0.00096888 | -0.00514024 / 0.00513995 | -0.00228237 / 0.00228235 | -0.0018639 / 0.00186387 | 0.00203457 / -0.00203462 | -0.00406997 / 0.00406979 | -0.0134028 / 0.0134008 |
 | GlobalReduction_JET_Pileup_PtTerm | -0.00166314 / 0.00166311 | 0.00187815 / -0.00187818 | -3.22701e-05 / 3.22878e-05 | -0.00109804 / 0.001098 | 0.000190454 / -0.000190487 | 5.61699e-05 / -5.61759e-05 | 0.00142712 / -0.00142712 | 0.0194573 / -0.019461 | -0.000654121 / 0.000654111 | -0.000710853 / 0.000710849 | -0.00132144 / 0.00132142 |
 | GlobalReduction_JET_Pileup_RhoTopology | -0.0500873 / 0.0501137 | -0.0288715 / 0.028883 | -0.0628922 / 0.0629261 | 0.0299717 / -0.0299515 | 0.00557615 / -0.00557558 | -0.0115055 / 0.0115077 | -0.0112919 / 0.0112939 | 0.0537156 / -0.0536405 | 0.0819263 / -0.0491208 | -0.0100691 / 0.0100708 | -0.0359578 / 0.0359742 |
 | GlobalReduction_JET_SingleParticle_HighPt | -1.02629e-09 / -1.02629e-09 | -3.19469e-08 / -3.19469e-08 | 8.95764e-09 / 8.95764e-09 | -1.02227e-08 / -1.02227e-08 | 3.15279e-08 / 3.15279e-08 | 3.08157e-08 / 3.08157e-08 | -4.38487e-08 / -4.38487e-08 | -3.33412e-08 / -3.33412e-08 | -2.67342e-09 / -2.67342e-09 | -3.92049e-08 / -3.92049e-08 | 4.71621e-08 / 4.71621e-08 |
 | MET_SoftTrk_ResoPara | 0.00339132 / -0.0033915 | 0.0044614 / -0.00446172 | -0.0022688 / 0.00226871 | 0.00226878 / -0.00226886 | 0.000843009 / -0.000843021 | 0.00303704 / -0.00303718 | 0.00828393 / -0.00828503 | -0.013372 / 0.013369 | -0.0972923 / 0.0971088 | 0.00207341 / -0.00207348 | 0.00825914 / -0.00826022 |
 | MET_SoftTrk_ResoPerp | -0.000389172 / 0.000389174 | -0.00860622 / 0.00860733 | 0.00703712 / -0.00703632 | -0.00270284 / 0.00270295 | -0.000240722 / 0.000240723 | 0.00366266 / -0.00366245 | -0.00981094 / 0.00981237 | -0.0370049 / 0.0370223 | 0.0158497 / -0.0158454 | 0.00258406 / -0.00258395 | 0.0101017 / -0.0101 |
